name,address,city,state,stars,categories,Simplified Category,ZIP Code,Neighborhood,Population Density,Median Household Income,% White,% Black,% Hispanic,% Asian,% Other,Predicted Growth,Avg Real Estate Price
Rubio's Coastal Grill,1824 N Westshore Blvd,Tampa,FL,4,"Seafood, Salad, Restaurants, Mexican, Event Planning & Services, Caterers",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,30.67,312328
Thai Lanna & Sushi,10022 Cross Creek Blvd,Tampa,FL,4,"Sushi Bars, Soup, Thai, Restaurants",Bar & Wines,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,4.88,185666
Papito's Cuban Cafe & Bar,5305 Ehrlich Rd,Tampa,FL,3,"Dive Bars, Cuban, Restaurants, Nightlife, Bars",Latin,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Subway,"4644 W Gandy Blvd, Unit 10",Tampa,FL,3,"Restaurants, Sandwiches, Fast Food",American & Fast Food,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,10.07,185237
Carlo's Sandwich Shop,5713 E Columbus Dr,Tampa,FL,5,"Sandwiches, Restaurants, Breakfast & Brunch",Other,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,40.12,498759
Rocca,323 W Palm Ave,Tampa,FL,4,"Italian, Restaurants",Italian,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,29.98,458315
Señor Rocoto,5522 Hanley Rd,Tampa,FL,3,"Restaurants, Latin American, Peruvian, Seafood",American & Fast Food,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,24.54,179199
Dale 1891,11742 N Dale Mabry Hwy,Tampa,FL,2,"Gastropubs, Restaurants",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,20.36,323283
Shula's Bar & Grill,"4100 George J Bean Pkwy, Tampa International Airport",Tampa,FL,3,"Steakhouses, American (Traditional), Restaurants, Burgers",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,21.36,312328
Hungry Howie's Pizza & Subs,15359 Amberly Dr,Tampa,FL,2,"Pizza, Italian, Restaurants, Chicken Wings, Sandwiches",Italian,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,23.68,185666
Takara Sushi & Sake Lounge,14913 Bruce B Downs Blvd,Tampa,FL,4,"Restaurants, Korean, Japanese, Sushi Bars, Seafood",Bar & Wines,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,22.33,255955
Palaus Restaurant,2301 N Armenia Ave,Tampa,FL,4,"Restaurants, Cuban, Spanish, Pizza, Latin American",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,14.46,312328
Mamas Kitchen,9312 N Florida Ave,Tampa,FL,4,"Breakfast & Brunch, Restaurants, American (Traditional), Greek, Diners",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Smashburger,4035 S Dale Mabry Hwy,Tampa,FL,3,"Restaurants, Burgers",American & Fast Food,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,23.59,185237
Smoothie King,3694 Gandy Blvd,Tampa,FL,3,"Specialty Food, Food, Juice Bars & Smoothies, Health Markets",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,22.03,185237
Genghis Grill,3805 Northdale Blvd,Tampa,FL,3,"Asian Fusion, Restaurants, Vegetarian, Chinese, Mongolian, Vegan",Asian,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,10.38,122068
China Star,5211 E Fowler Ave,Tampa,FL,4,"Chinese, Restaurants, Soup, Seafood",Asian,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,0.83,468742
Wendy's,19430 Bruce B. Downs,Tampa,FL,1,"Restaurants, Burgers, Fast Food",American & Fast Food,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,20.97,185666
The Poké Company,"1208 E Kennedy Blvd, Ste 116",Tampa,FL,4,"Restaurants, Vegan, Food, Ice Cream & Frozen Yogurt, Gluten-Free, Coffee & Tea, Event Planning & Services, Poke, Caterers",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,0.4,458315
Blues Ship Cafe,1910 E 7th Ave,Tampa,FL,2,"Cafes, Restaurants, Food",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,19.7,220423
Pei Wei,217 S Dale Mabry Hwy,Tampa,FL,3,"Gluten-Free, Restaurants, Asian Fusion, Chinese, Fast Food",Asian,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,34.93,411201
Kwality Fusion,2025 E Fowler Ave,Tampa,FL,4,"Restaurants, Pakistani, Buffets, Indian",Other,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Capital Teas,2223 N Westshore Blvd,Tampa,FL,4,"Coffee & Tea, Food",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,8.93,312328
The Nutrition Factory,3251 W Hillsborough Ave,Tampa,FL,4,"Juice Bars & Smoothies, Restaurants, Vitamins & Supplements, Vegetarian, Food, Salad, American (New), Specialty Food, Gluten-Free, Poke, Event Planning & Services, Caterers, Health Markets, Shopping",Bar & Wines,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,26.08,438346
Graze,2219 S Dale Mabry Hwy,Tampa,FL,4,"Breakfast & Brunch, American (Traditional), Restaurants, Waffles",American & Fast Food,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,25.33,297935
Popeyes Louisiana Kitchen,14901 N Florida Ave,Tampa,FL,2,"Chicken Wings, Fast Food, Restaurants, American (Traditional)",American & Fast Food,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,24.59,255955
Tropical Smoothie Cafe,6708 Memorial Hwy,Tampa,FL,4,"Juice Bars & Smoothies, Sandwiches, Restaurants, Food",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,32.88,320788
Hooters,10023 E Adamo Dr,Tampa,FL,3,"Bars, Sports Bars, Nightlife, Restaurants, Chicken Wings, American (Traditional)",Bar & Wines,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,2.12,498759
Dinner Done,"10330 N Dale Mabry Hwy, Ste 120",Tampa,FL,4,"Food, Food Delivery Services, Fast Food, Cooking Schools, Diners, Restaurants, Event Planning & Services, Specialty Schools, Education, Specialty Food, Caterers, Do-It-Yourself Food, Health Markets",American & Fast Food,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,14.13,323283
Terra Gaucha Brazilian Steakhouse - Tampa,1108 S Dale Mabry Hwy,Tampa,FL,4,"Steakhouses, Restaurants, Buffets, Brazilian, Latin American, Bars, Nightlife, Cocktail Bars",Bar & Wines,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,22.27,297935
Tampa Bay Brewing Company,1600 E 8th Ave,Tampa,FL,4,"Restaurants, Food, Breweries, American (Traditional), Pets, Brasseries",American & Fast Food,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,24.15,220423
Esposito’s Italian,14306 N Dale Mabry Hwy,Tampa,FL,4,"Wine Bars, Restaurants, Bars, Italian, Nightlife",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,5.02,323283
Illy Coffee Shops,4100 George J Bean Pkwy,Tampa,FL,2,"Food, Cafes, Sandwiches, Restaurants, Bakeries, Coffee & Tea",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,30.4,312328
Acropolis Greek Taverna,14947 Bruce B Downs Blvd,Tampa,FL,3,"Restaurants, Mediterranean, Greek, Beer, Wine & Spirits, Food",Other,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,24.87,255955
Gracie Westchase,"12807 W Hillsborough Ave, Ste F",Tampa,FL,5,"Active Life, Special Education, Martial Arts, Education, Fitness & Instruction, Kickboxing, Trainers, Brazilian Jiu-jitsu",Other,33635,Near Town 'n' Country,2550.0,55000.0,49.0,21.0,25.0,5.0,0.0,10.11,367913
Poke Island Plus New Tampa,8636 Hunters Village Rd,Tampa,FL,4,"Vietnamese, Food, Poke, Bubble Tea, Restaurants",Other,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,3.29,185666
Bavaro's Pizza Napoletana & Pastaria,514 N Franklin St,Tampa,FL,4,"Italian, Restaurants, Pizza",Italian,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,30.29,458315
Piza Bella,138-A S Dale Mabry Hwy,Tampa,FL,1,"Caterers, Pizza, Restaurants, Event Planning & Services",Other,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,5.66,411201
China Wok,"5373 Ehrlich Rd, Ste 202",Tampa,FL,3,"Chinese, Restaurants",Asian,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Hummingbird Gardens,10305 Henderson Rd,Tampa,FL,4,"Shopping, Farmers Market, Food, Home & Garden, Venues & Event Spaces, Landscaping, Home Services, Nurseries & Gardening, Event Planning & Services",Other,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
The Wing Experience,8020 Citrus Park Dr.,Tampa,FL,2,"Restaurants, American (Traditional), Chicken Wings",American & Fast Food,33625,Other,,Other,Other,Other,Other,Other,Other,,106613
Grassroots Kava House,1925 E 6th Ave,Tampa,FL,4,"Tea Rooms, Coffee & Tea, Food",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,18.84,220423
Rigatoni Tuscan Oven,3437 W Kennedy Blvd,Tampa,FL,2,"Restaurants, Italian",Italian,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,28.68,411201
Harpoon Harry's Crab House,225 S Franklin St,Tampa,FL,3,"Desserts, Soup, Food, Restaurants, Seafood, Sushi Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,8.77,458315
Eliz Mexican Restaurant & American Breakfast,"2620 E Hillsborough Ave, Ste B",Tampa,FL,4,"Mexican, Restaurants, American (New), American (Traditional)",Latin,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Token Ramen & Kung Fu Tea,401 S Dale Mabry Hwy,Tampa,FL,4,"Bubble Tea, Ramen, Food, Restaurants, Japanese, Coffee & Tea",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,20.58,411201
Gallery Eclectic Bistro,2223 N West Shore Blvd,Tampa,FL,2,"American (New), Restaurants",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,31.65,312328
PDQ South Dale,2207 S Dale Mabry Hwy,Tampa,FL,3,"American (Traditional), Sandwiches, Diners, Restaurants, Fast Food, Chicken Shop, Salad",American & Fast Food,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,28.09,297935
Xpress Pizza and Subs,12647 N 56th St,Tampa,FL,4,"Burgers, Cheesesteaks, Sandwiches, Chicken Wings, Restaurants, Pizza",American & Fast Food,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,0.4,468742
El Mofongazo Restaurant,"5522 Hanley Rd, Ste 106",Tampa,FL,3,"Puerto Rican, Restaurants, Latin American, Caribbean",Latin,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,23.59,179199
Imperial BBQ,10865 Cross Creek Blvd,Tampa,FL,4,"Restaurants, Food Trucks, Food, Barbeque",Bar & Wines,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,1.3,185666
Roux,4205 S MacDill Ave,Tampa,FL,4,"Cocktail Bars, Breakfast & Brunch, Food, Southern, Nightlife, Restaurants, Bars, Cajun/Creole, Seafood, Beer, Wine & Spirits, American (Traditional)",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,16.47,185237
Square 1 Burgers & Bar,4100 George J Bean Pkwy,Tampa,FL,2,"Burgers, Hot Dogs, Restaurants",American & Fast Food,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,10.93,312328
Cafe Quiquiriqui,1412 E 7th Ave,Tampa,FL,4,"Salad, Breakfast & Brunch, Coffee & Tea, Food, Sandwiches, Restaurants",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,8.59,220423
Ole Style Deli,110 E Madison St,Tampa,FL,3,"Sandwiches, Restaurants, Delis",Other,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,12.35,458315
El Rincon Catracho,5901 N Florida Ave,Tampa,FL,4,"Restaurants, Latin American",American & Fast Food,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,18.64,381090
Jimmy John's,2806 E Bearss Ave,Tampa,FL,2,"Restaurants, Sandwiches, Delis, Fast Food",American & Fast Food,33613,University Area,4500.0,30000.0,30.0,40.0,25.0,5.0,0.0,15.03,255955
Martha's Place,5202 N Nebraska Ave,Tampa,FL,3,"Diners, Restaurants",American & Fast Food,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,22.71,204222
Taco+BBQ,5005 S MacDill Ave,Tampa,FL,4,"Mexican, Barbeque, Tacos, Restaurants",Latin,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,12.14,185237
AJ's Press,3224 W Tampa Bay Blvd,Tampa,FL,5,"American (New), Cafes, Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional)",Coffee/Cafe,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,2.53,438346
Ranchero Tacos,4901 N Florida Ave,Tampa,FL,5,"Mexican, Restaurants, Food, Tacos, Food Trucks",Latin,33603,Seminole Heights,3100.0,45000.0,50.0,30.0,15.0,5.0,0.0,24.3,204222
Hookah Hut,3215 Henderson Blvd,Tampa,FL,4,"Bars, Local Flavor, Hookah Bars, Yelp Events, Restaurants, Middle Eastern, Nightlife",Bar & Wines,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,10.29,411201
Hard Rock Cafe,5223 Orient Rd,Tampa,FL,3,"Burgers, American (New), Nightlife, Restaurants, Cafes, Bars, American (Traditional)",Coffee/Cafe,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Taps Burger Bar and Gastropub,"2223 N Westshore Blvd, Ste B227",Tampa,FL,3,"Sports Bars, American (Traditional), Pubs, Tacos, Gastropubs, American (New), Bars, Wine Bars, Mexican, Nightlife, Food, Beer, Wine & Spirits, Burgers, Restaurants",Latin,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,26.05,312328
Brewlands Bar and Billiards,"4802 Gunn Hwy, Ste 108",Tampa,FL,3,"Nightlife, Pool & Billiards, Bars, Sports Bars, Shopping, Pool Halls",Bar & Wines,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,8.98,122068
Burger King,2902 E Fletcher Ave,Tampa,FL,1,"Restaurants, Burgers, Fast Food",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Le Macaron French Pastries,"2223 N West Shore Blvd, Ste 135",Tampa,FL,4,"Gelato, Specialty Food, Macarons, Coffee & Tea, Food, Chocolatiers & Shops, Desserts",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,14.21,312328
The Break Room,4313 Gunn Hwy,Tampa,FL,3,"Bars, Pool Halls, Nightlife, Dive Bars",Bar & Wines,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,26.44,323283
Fuji Sushi,1155 S Dale Mabry Hwy,Tampa,FL,3,"Sushi Bars, Restaurants",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,19.25,185237
Uncle Mikes Smokehouse Grill,9847 E Adamo Dr,Tampa,FL,3,"Nightlife, Barbeque, Bars, Restaurants",Bar & Wines,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,27.53,498759
Chili's,8510 W Hillsborough Ave,Tampa,FL,2,"Tex-Mex, Bars, Restaurants, American (New), American (Traditional), Nightlife",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,21.5,320788
Tinatapa's,615 Channelside Dr,Tampa,FL,3,"Restaurants, Tapas Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,6.96,458315
First Watch,13186 North Dale Mabry,Tampa,FL,4,"Cafes, Restaurants, American (Traditional), Breakfast & Brunch",Coffee/Cafe,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,11.71,323283
Awful Waffle,2223 N Westshore Blvd,Tampa,FL,4,"Ice Cream & Frozen Yogurt, Waffles, Desserts, Food, Street Vendors, Restaurants",Dessert,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,28.54,312328
Oregano Pizza & Pasta,3437 W Kennedy Blvd,Tampa,FL,3,"Food, Restaurants, Pizza, Italian",Italian,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,3.65,411201
Poke Burri - Tampa,4034 W Kennedy Blvd,Tampa,FL,4,"Poke, Restaurants, Sushi Bars, Food",Bar & Wines,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,10.0,411201
Vuelo Mexican Grill,17641 Bruce B Downs Blvd,Tampa,FL,3,"Mexican, Latin American, Restaurants",Latin,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,6.91,185666
Cafe European,113 S Hyde Park Ave,Tampa,FL,4,"Salad, Restaurants, Cafes, Sandwiches",Coffee/Cafe,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,13.39,297935
McDonald's,5101 Pointe Of Tampa Way,Tampa,FL,2,"Coffee & Tea, Restaurants, Food, Burgers, Fast Food",Coffee/Cafe,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,24.51,185666
Pedro & Cary Cuban Cafe,3529 W Waters Ave,Tampa,FL,4,"Latin American, Sandwiches, Cuban, Colombian, Restaurants",Latin,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,2.5,438346
Tropical Smoothie Cafe,12858 W Hillsborough Ave,Tampa,FL,2,"Wraps, Breakfast & Brunch, Restaurants, Sandwiches, Food, Juice Bars & Smoothies",Bar & Wines,33635,Near Town 'n' Country,2550.0,55000.0,49.0,21.0,25.0,5.0,0.0,13.23,367913
Harborside Grill,4103 Causeway Blvd,Tampa,FL,4,"American (Traditional), Sandwiches, Restaurants, Breakfast & Brunch",American & Fast Food,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,7.35,498759
Florida Eats,6605 N Florida Ave,Tampa,FL,4,"Gluten-Free, Food, Acai Bowls, Restaurants, Wraps, Salad, Juice Bars & Smoothies",Bar & Wines,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,29.12,381090
TeaStori,2732 E Fowler Ave,Tampa,FL,4,"Food, Bubble Tea, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Cafes, Asian Fusion, Tea Rooms, Macarons, Specialty Food, Juice Bars & Smoothies",Coffee/Cafe,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
2 Alexs Spanish Cuisine,7049 W Waters Ave,Tampa,FL,3,"Spanish, Restaurants, Cuban, Caribbean, Puerto Rican",Latin,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,14.13,179199
Mooberry Yogurt,8436 W Hillsborough Ave,Tampa,FL,4,"Bubble Tea, Juice Bars & Smoothies, Food, Ice Cream & Frozen Yogurt",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,25.09,320788
Flames Indian Cuisine,2601 South MacDill Ave,Tampa,FL,4,"Restaurants, Specialty Food, Indian, Food",Other,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,21.84,297935
Crumb & Cork,501 N Franklin St,Tampa,FL,3,"Restaurants, American (New), Nightlife, Wine Bars, Sandwiches, Bars, Tapas/Small Plates, Arts & Entertainment, Jazz & Blues",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,14.8,458315
The Station Grill,1001 W Cass St,Tampa,FL,3,"Barbeque, Restaurants, Sandwiches, Bars, Nightlife",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,11.09,370227
BeiJing House,"1441 E Fletcher Ave, Ste 107",Tampa,FL,4,"Asian Fusion, Chinese, Restaurants, Szechuan",Asian,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Palm Riverside Pizzeria & Grill,6202 Palm River Rd,Tampa,FL,4,"Pizza, Restaurants, American (Traditional)",American & Fast Food,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,10.84,498759
Chick-fil-A,2811 E Fowler Ave,Tampa,FL,2,"Restaurants, Chicken Wings, Fast Food, Caterers, Event Planning & Services, Chicken Shop",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Yogurbella,2223 NW Shore Blvd,Tampa,FL,3,"Food, Ice Cream & Frozen Yogurt",Dessert,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,18.36,312328
First Watch,3712 Henderson Blvd,Tampa,FL,4,"Breakfast & Brunch, Diners, American (Traditional), Cafes, Restaurants",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,9.67,411201
John Rolfe Lounge,214 E Cass St,Tampa,FL,4,"Nightlife, Shopping, Jazz & Blues, Arts & Entertainment, Tobacco Shops, Wine Bars, Restaurants, Lounges, Yelp Events, Local Flavor, Bars, Hookah Bars",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,10.06,458315
Godavari - Tampa,"1251 E Fowler Ave, Ste B2",Tampa,FL,4,"Halal, Buffets, Indian, Restaurants",Other,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Bearss Groves,14316 Lake Magdalene Blvd,Tampa,FL,4,"Farmers Market, Food",Other,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,27.12,323283
World of Beer,5311 Avion Park Dr,Tampa,FL,4,"Bars, American (Traditional), Restaurants, Pubs, Nightlife",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,22.94,312328
Versalles,8218 Hanley Rd,Tampa,FL,2,"Cuban, Restaurants",Latin,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,2.69,179199
Nicki's Omelette & Grill,6805 W Hillsborough Ave,Tampa,FL,4,"Restaurants, Breakfast & Brunch",Other,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,2.65,179199
King Corona Cigars,1523 E 7th Ave,Tampa,FL,4,"Restaurants, Cafes, Tobacco Shops, Shopping",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,26.64,220423
Popeyes Louisiana Kitchen,8315 W Hillsborough Ave,Tampa,FL,2,"Food, American (Traditional), Fast Food, Chicken Wings, Restaurants",American & Fast Food,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,10.11,320788
Cry Baby Cafe,710 Harbour Post Dr,Tampa,FL,3,"Sandwiches, Restaurants, Breakfast & Brunch, Cafes",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,3.22,458315
Don Pan International Bakery,202 N Dale Mabry Hwy,Tampa,FL,3,"Restaurants, Food, Bakeries, Breakfast & Brunch, Venezuelan, Delis, Sandwiches, Latin American",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,21.57,411201
Conga's Latin Cafe,4511 Gunn Hwy,Tampa,FL,3,"Latin American, Restaurants, Cuban",Latin,33624,Carrollwood,2700.0,63000.0,57.0,18.0,22.0,3.0,0.0,16.84,122068
Starbucks,4100 George J Bean Pkwy,Tampa,FL,4,"Coffee & Tea, Food",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,24.64,312328
Mom's Place,4816 N Dale Mabry Hwy,Tampa,FL,4,"Restaurants, Diners",American & Fast Food,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,9.89,438346
SoFresh,512 North Franklin St,Tampa,FL,4,"Restaurants, Wraps, Breakfast & Brunch, Gluten-Free, Soup, Vegetarian, Mediterranean, Food, Juice Bars & Smoothies, American (New), Salad, Sandwiches",Bar & Wines,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,0.53,458315
Wicked Wiches & Brew,223 S Howard Ave,Tampa,FL,4,"American (New), Bars, Pubs, Sandwiches, Nightlife, Gastropubs, Restaurants",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,30.88,370227
IKEA Restaurant,1103 N 22nd St,Tampa,FL,4,"Restaurants, Cafes, Cafeteria, Scandinavian, Breakfast & Brunch",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,7.03,220423
Wicked Oak Barbeque,6607 N Florida Ave,Tampa,FL,4,"Barbeque, Restaurants",Bar & Wines,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,20.28,381090
Hip Hop Crab,4924 E Busch Blvd,Tampa,FL,2,"Sports Bars, Restaurants, Seafood, Nightlife, Southern, Bars, Lounges",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,23.32,468742
Bamboozle Cafe,516 N Tampa St,Tampa,FL,4,"Caterers, Cafes, Coffee & Tea, Event Planning & Services, Restaurants, Asian Fusion, Food, Vietnamese, Vegan, Gluten-Free",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,21.35,458315
Publix,4315 W Gandy Blvd,Tampa,FL,3,"Specialty Food, Meat Shops, Bakeries, Food, Grocery, Delis, Restaurants",Other,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,9.39,185237
